SpecID	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Species	Synonyms	AlternativeGenus	Subspecies	RemarksTaxonomy
S06420	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana ambitiosa	.	.	.	.
S06430	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana azami	.	.	including minor	.
S06440	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana brunneri	.	.	.	.
S06450	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana fedtschenkoi	.	.	.	.
S06460	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana oporina	.	.	.	.
S06470	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Roeseliana	Roeseliana	Roeseliana roeselii	.	.	.	.
S06480	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Sardoplatycleis	Sardoplatycleis	Sardoplatycleis galvagnii	.	.	.	.
S06490	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Schizonotinus	Schizonotinus	Schizonotinus forficalis	.	.	.	.
S06500	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Schizonotinus	Schizonotinus	Schizonotinus kerketa	.	.	.	.
S06510	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Sepiana	Sepiana	Sepiana sepium	.	.	.	.
S06520	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Sporadiana	Sporadiana	Sporadiana sporadarum	.	also Tessellana	.	.
S06530	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana  nigrosignata	.	.	.	.
S06540	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana carinata	.	.	.	.
S06550	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana lagrecai	.	.	.	.
S06560	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana orina	.	.	.	.
S06570	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana tessellata	.	.	.	.
S06580	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Tessellana	Tessellana	Tessellana veyseli	Locusta vittata	.	.	.
S06590	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Vichetia	Vichetia	Vichetia knipperi 	.	also Metrioptera	.	.
S06600	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Vichetia	Vichetia	Vichetia oblongicollis	.	also Metrioptera	.	.
S06610	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Yersinella	Yersinella	Yersinella beybienko	.	.	.	.
S06620	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Yersinella	Yersinella	Yersinella raymondi	.	.	.	.
S06630	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Zeuneriana	Zeuneriana	Zeuneriana abbreviata	.	.	.	.
S06640	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Zeuneriana	Zeuneriana	Zeuneriana amplipennis	.	.	.	.
S06650	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Zeuneriana	Zeuneriana	Zeuneriana burriana	.	.	.	.
S06660	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Zeuneriana	Zeuneriana	Zeuneriana marmorata	.	.	.	.
S06670	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Amphiestris	Amphiestris	Amphiestris baetica	.	.	.	.
S06680	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Medecticus	Medecticus	Medecticus assimilis	.	.	.	.
S06690	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia balcanica	.	.	.	.
S06700	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia cantans	.	.	.	.
S06710	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia caudata	.	.	.	.
S06720	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia hispanica	.	.	.	.
S06730	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia longispina	.	.	.	.
S06740	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia silana 	.	.	.	.
S06750	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Tettigonia	Tettigonia	Tettigonia viridissima	.	.	.	.
S06760	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Thyreonotus	Thyreonotus	Thyreonotus bidens	.	.	.	.
S06770	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Tettigoniini	Thyreonotus	Thyreonotus	Thyreonotus corsicus	.	.	.	.
S06780	Caelifera	Acridoidea	Acrididae	Acridinae	Acridini	Acrida	Acrida	Acrida bicolor	.	.	.	.
S06790	Caelifera	Acridoidea	Acrididae	Acridinae	Acridini	Acrida	Acrida	Acrida oxycephala	.	.	.	.
S06800	Caelifera	Acridoidea	Acrididae	Acridinae	Acridini	Acrida	Acrida	Acrida turrita	.	.	.	.
S06810	Caelifera	Acridoidea	Acrididae	Acridinae	Acridini	Acrida	Acrida	Acrida ungarica	.	.	.	.
S06820	Caelifera	Acridoidea	Acrididae	Acridinae	Calephorini	Calephorus	Calephorus	Calephorus compressicornis	.	.	.	.
S06830	Caelifera	Acridoidea	Acrididae	Acridinae	Other Acridinae	Phlocerus	Phlocerus	Phlocerus menetriesii	.	.	.	.
S06840	Caelifera	Acridoidea	Acrididae	Acridinae	Other Acridinae	Phlocerus	Phlocerus	Phlocerus zaitzevi	.	.	.	.
S06850	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella carinata	.	.	.	.
S06860	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella fracta	.	.	.	.
S06870	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella gracilis	.	.	.	.
S06880	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella kalmyka	.	.	.	.
S06890	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella laticornis	.	.	.	.
S06900	Caelifera	Acridoidea	Acrididae	Acridinae	Phlaeobini	Duroniella	Duroniella	Duroniella lucasii	.	.	.	.
S06910	Caelifera	Acridoidea	Acrididae	Acridinae	Truxalini	Truxalis	Truxalis	Truxalis nasuta	.	.	.	.
S06920	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus barbarus	.	.	.	.
S06930	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus coelesyriensis	.	.	.	.
S06940	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus italicus	.	.	.	.
S06950	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus siciliae	.	.	.	.
S06960	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus tenuicercis	.	.	.	.
S06970	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Calliptamus	Calliptamus	Calliptamus wattenwylianus	.	.	.	.
S06980	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Paracaloptenus	Paracaloptenus	Paracaloptenus bolivari	.	.	.	.
S06990	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Paracaloptenus	Paracaloptenus	Paracaloptenus caloptenoides	.	.	.	.
S07000	Caelifera	Acridoidea	Acrididae	Calliptaminae	All Calliptaminae	Paracaloptenus	Paracaloptenus	Paracaloptenus cristatus	.	.	.	.
S07010	Caelifera	Acridoidea	Acrididae	Cyrtacanthacridinae	Cyrtacanthacridini	Anacridium	Anacridium	Anacridium aegyptium	.	.	.	.
S07020	Caelifera	Acridoidea	Acrididae	Cyrtacanthacridinae	Cyrtacanthacridini	Schistocerca	Schistocerca	Schistocerca gregaria	.	.	.	.
S07030	Caelifera	Acridoidea	Acrididae	Cyrtacanthacridinae	Other Cyrtacanthacridinae	Acanthacris	Acanthacris	Acanthacris ruficornis	.	.	.	.
S07040	Caelifera	Acridoidea	Acrididae	Egnatiinae	Egnatiini	Egnatioides	Egnatioides	Egnatioides desertus	.	.	.	.
S07050	Caelifera	Acridoidea	Acrididae	Egnatiinae	Egnatiini	Egnatius	Egnatius	Egnatius apicalis	.	.	.	.
S07060	Caelifera	Acridoidea	Acrididae	Eyprepocnemidinae	Eyprepocnemidini	Eyprepocnemis	Eyprepocnemis	Eyprepocnemis plorans	.	.	.	.
S07070	Caelifera	Acridoidea	Acrididae	Eyprepocnemidinae	Eyprepocnemidini	Heteracris	Heteracris	Heteracris adspersa	.	.	.	.
S07080	Caelifera	Acridoidea	Acrididae	Eyprepocnemidinae	Eyprepocnemidini	Heteracris	Heteracris	Heteracris annulosa	.	.	.	.
S07090	Caelifera	Acridoidea	Acrididae	Eyprepocnemidinae	Eyprepocnemidini	Heteracris	Heteracris	Heteracris littoralis	.	.	.	.
S07100	Caelifera	Acridoidea	Acrididae	Eyprepocnemidinae	Eyprepocnemidini	Heteracris	Heteracris	Heteracris pterosticha	.	also Thisoicetrinus	.	.
S07110	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Arcyptera)	Arcyptera (Arcyptera) fusca	.	.	.	.
S07120	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Arcyptera)	Arcyptera (Arcyptera) tornosi	.	.	.	.
S07130	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Arcyptera)	Arcyptera (Pararcyptera) alzonai	.	.	.	.
S07140	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Pararcyptera)	Arcyptera (Pararcyptera) brevipennis	.	.	.	.
S07150	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Pararcyptera)	Arcyptera (Pararcyptera) kheili	.	.	.	.
S07160	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Pararcyptera)	Arcyptera (Pararcyptera) labiata	.	.	.	.
S07170	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Arcypterini	Arcyptera	Arcyptera (Pararcyptera)	Arcyptera (Pararcyptera) microptera	.	.	.	.
S07180	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Chrysochraon	Chrysochraon	Chrysochraon beybienkoi	.	.	.	.
S07190	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Chrysochraon	Chrysochraon	Chrysochraon dispar	.	.	.	.
S07200	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus albolineatus	.	.	.	.
S07210	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus angustulus	.	.	.	.
S07220	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus chopardi	.	.	.	.
S07230	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus declivus	.	.	.	.
S07240	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus elegantulus	.	.	.	.
S07250	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus pulvinatus	.	.	.	.
S07260	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euchorthippus	Euchorthippus	Euchorthippus sardous	.	.	.	.
S07270	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Euthystira	Euthystira	Euthystira brachyptera	.	.	.	.
S07280	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Podismopsis	Podismopsis	Podismopsis keisti	.	.	.	.
S07290	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Podismopsis	Podismopsis	Podismopsis poppiusi	.	.	.	.
S07300	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Podismopsis	Podismopsis	Podismopsis relicta	.	.	.	.
S07310	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Podismopsis	Podismopsis	Podismopsis styriaca	.	.	.	.
S07320	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Chrysochraontini	Podismopsis	Podismopsis	Podismopsis transsylvana	.	.	.	.
S07330	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Dociostaurus)	Dociostaurus (Dociostaurus) hispanicus	.	.	.	.
S07340	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Dociostaurus)	Dociostaurus (Dociostaurus) maroccanus	.	.	.	.
S07350	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Dociostaurus)	Dociostaurus (Dociostaurus) minutus	.	.	.	.
S07360	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Kazakia)	Dociostaurus (Kazakia) brevicollis	.	.	.	.
S07370	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Kazakia)	Dociostaurus (Kazakia) genei	.	.	.	.
S07380	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Kazakia)	Dociostaurus (Kazakia) jagoi	Dociostaurus monserrati	.	.	.
S07390	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Kazakia)	Dociostaurus (Kazakia) tartarus	.	.	.	.
S07400	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Stauronotulus)	Dociostaurus (Stauronotulus) crassiusculus	.	.	.	.
S07410	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Dociostaurus	Dociostaurus (Stauronotulus)	Dociostaurus (Stauronotulus) kraussi	.	.	.	.
S07420	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus cornatus	.	.	.	.
S07430	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus costatus	.	.	.	.
S07440	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus mirami	.	.	.	.
S07450	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus opacus	.	.	.	.
S07460	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus simplex	.	.	.	.
S07470	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Eremippus	Eremippus	Eremippus sobolevi	.	.	.	.
S07480	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Notostaurus	Notostaurus	Notostaurus albicornis	.	.	.	.
S07490	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Notostaurus	Notostaurus	Notostaurus anatolicus	.	.	.	.
S07500	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Xerohippus	Xerohippus	Xerohippus occidentalis	.	.	.	.
S07510	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Dociostaurini	Xerohippus	Xerohippus	Xerohippus solerii	.	.	.	.
S07520	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Aeropedellus	Aeropedellus	Aeropedellus variegatus	.	.	.	.
S07530	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Aeropedellus	Aeropedellus	Aeropedellus volgensis	.	.	.	.
S07540	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Brachycrotaphus	Brachycrotaphus	Brachycrotaphus tryxalicerus	.	.	.	.
S07550	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) abchasicus	.	.	.	.
S07560	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) albomarginatus	.	.	.	.
S07570	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) dichrous	.	.	.	.
S07580	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) dorsatus	.	.	.	.
S07590	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) ferdinandi	.	.	.	.
S07600	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) jucundus	.	.	.	.
S07610	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) karelini	.	.	.	.
S07620	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) lacustris	.	.	.	.
S07630	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) loratus	Chorthippus dessyi	.	.	.
S07640	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) oschei	.	.	.	.
S07650	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Chorthippus)	Chorthippus (Chorthippus) smardai	.	.	.	.
S07660	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) acroleucus	.	.	.	.
S07670	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) alticola	.	.	.	.
S07680	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) apicalis	.	.	.	.
S07690	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) apricarius	.	.	.	.
S07700	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) ariasi	.	.	.	.
S07710	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) biguttulus	.	.	.	.
S07720	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) bionatus	.	.	.	.
S07730	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) biroi	.	.	.	.
S07740	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) bornhalmi	.	.	.	.
S07750	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) brunneus	.	.	.	.
S07760	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) cazurroi	.	.	.	.
S07770	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) chloroticus	.	.	.	.
S07780	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) cialancensis	.	.	.	.
S07790	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) corsicus	.	.	.	.
S07800	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) crassiceps	.	.	.	.
S07810	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) dubius	.	.	.	.
S07820	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) eisentrauti	.	.	.	.
S07830	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) elbrusianus	.	.	.	.
S07840	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) jacobsi	.	.	.	.
S07850	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) jutlandica	.	.	.	.
S07860	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) macrocerus	.	.	.	.
S07870	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) maritimus	.	.	.	.
S07880	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) messinai	.	.	.	.
S07890	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) mollis	.	.	including lesinensis	.
S07900	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) porphyropterus	.	.	.	.
S07910	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) pulloides	.	.	.	.
S07920	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) pullus	.	.	.	.
S07930	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) reissingeri	.	.	.	.
S07940	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) rubratibialis	.	.	.	.
S07950	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) sampeyrensis	.	.	.	.
S07960	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) sangiorgii	.	.	.	.
S07970	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) saulcyi	.	.	.	.
S07980	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) trinacriae	.	.	.	.
S07990	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) vagans	.	.	.	.
S08000	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) willemsei	.	.	.	.
S08010	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (Glyptobothrus)	Chorthippus (Glyptobothrus) yersini	.	.	.	.
S08020	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (NA)	Chorthippus (NA) hirtus	.	.	.	.
S08030	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (NA)	Chorthippus (NA) moreanus	.	.	.	.
S08040	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (NA)	Chorthippus (NA) nevadensis	.	.	.	.
S08050	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Chorthippus	Chorthippus (NA)	Chorthippus (NA) parnon	.	.	.	.
S08060	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Gomphoceridius	Gomphoceridius	Gomphoceridius brevipennis	.	.	.	.
S08070	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Gomphocerippus	Gomphocerippus	Gomphocerippus rufus	.	.	.	.
S08080	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Gomphocerus	Gomphocerus	Gomphocerus sibiricus	.	.	.	.
S08090	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Italohippus	Italohippus	Italohippus albicornis	.	also Chorthippus	.	.
S08100	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Italohippus	Italohippus	Italohippus modestus	.	also Chorthippus	.	.
S08110	Caelifera	Acridoidea	Acrididae	Gomphocerinae	Gomphocerini	Italohippus	Italohippus	Italohippus monticola	.	also Chorthippus	.	.
